CustomerId,R_score,F_score,M_score,Cluster_Label,Customer_Category
Cust-00001,39.2811,68.422,16.376,1,6. Dormant
Cust-00002,54.57566,79.162,89.999,2,3. Need Attention
Cust-00003,84.23512,99.273,97.776,5,1. Loyal
Cust-00004,41.20843,79.162,60.142,3,4. At Risk
Cust-00005,95.658,96.329,97.44,5,1. Loyal
Cust-00006,95.658,99.404,99.466,5,1. Loyal
Cust-00007,46.78428,89.751,80.248,2,3. Need Attention
Cust-00008,48.10319,88.83,73.898,2,3. Need Attention
Cust-00009,98.05966,99.982,99.992,5,1. Loyal
Cust-00010,84.23512,93.708,87.379,5,1. Loyal
Cust-00011,98.05966,98.884,98.41,5,1. Loyal
Cust-00012,47.14153,72.023,47.412,3,4. At Risk
Cust-00013,96.74475,99.772,99.746,5,1. Loyal
Cust-00014,95.658,99.734,99.936,5,1. Loyal
Cust-00015,95.658,99.2,98.664,5,1. Loyal
Cust-00016,96.74475,98.498,99.298,5,1. Loyal
Cust-00017,41.93093,79.162,88.486,2,3. Need Attention
Cust-00018,48.35236,63.962,48.737,3,4. At Risk
Cust-00019,66.04457,89.302,89.774,2,3. Need Attention
Cust-00020,66.59895,84.536,93.5,2,3. Need Attention
Cust-00021,94.66732,94.729,93.058,5,1. Loyal
Cust-00022,92.89009,96.469,96.576,5,1. Loyal
Cust-00023,86.45966,84.536,85.812,5,1. Loyal
Cust-00024,93.74268,95.601,91.984,5,1. Loyal
Cust-00025,99.21046,91.386,96.032,5,1. Loyal
Cust-00026,72.53905,98.617,96.962,5,1. Loyal
Cust-00027,86.45966,93.467,93.05,5,1. Loyal
Cust-00028,92.09054,93.211,95.672,5,1. Loyal
Cust-00029,49.01982,84.536,90.784,2,3. Need Attention
Cust-00030,88.1108,98.365,98.43,5,1. Loyal
Cust-00031,89.7049,97.827,95.53,5,1. Loyal
Cust-00032,89.7049,58.376,39.9,4,2. Potential Loyal
Cust-00033,54.80181,68.422,77.291,2,3. Need Attention
Cust-00034,92.09054,99.168,99.322,5,1. Loyal
Cust-00035,99.45562,98.701,98.744,5,1. Loyal
Cust-00036,75.78429,88.83,87.416,5,1. Loyal
Cust-00037,48.10319,98.134,97.902,2,3. Need Attention
Cust-00038,74.60448,80.859,82.407,5,1. Loyal
Cust-00039,82.82415,94.729,93.713,5,1. Loyal
Cust-00040,43.88528,86.274,90.45,2,3. Need Attention
Cust-00041,70.00731,95.82,88.632,5,1. Loyal
Cust-00042,68.86051,95.904,91.91,5,1. Loyal
Cust-00043,88.90935,99.458,99.356,5,1. Loyal
Cust-00044,98.05966,98.987,98.33,5,1. Loyal
Cust-00045,60.61983,68.422,81.83,2,3. Need Attention
Cust-00046,99.68478,99.688,99.656,5,1. Loyal
Cust-00047,66.33477,93.211,91.368,5,1. Loyal
Cust-00048,66.87014,90.146,88.992,2,3. Need Attention
Cust-00049,20.64725,74.91,49.304,3,4. At Risk
Cust-00050,87.27922,58.376,55.272,4,2. Potential Loyal
Cust-00051,66.33477,84.536,84.806,2,3. Need Attention
Cust-00052,54.80181,95.13,93.34,2,3. Need Attention
Cust-00053,60.19453,98.796,98.668,2,3. Need Attention
Cust-00054,96.74475,93.708,91.129,5,1. Loyal
Cust-00055,50.13559,92.309,95.318,2,3. Need Attention
Cust-00056,95.658,99.706,99.652,5,1. Loyal
Cust-00057,82.14568,97.048,92.068,5,1. Loyal
Cust-00058,64.6406,80.859,77.43,2,3. Need Attention
Cust-00059,92.09054,99.458,99.692,5,1. Loyal
Cust-00060,99.68478,97.277,94.656,5,1. Loyal
Cust-00061,96.74475,96.694,90.814,5,1. Loyal
Cust-00062,98.05966,99.902,99.756,5,1. Loyal
Cust-00063,62.98346,93.467,92.876,2,3. Need Attention
Cust-00064,95.658,97.859,98.292,5,1. Loyal
Cust-00065,91.31201,95.259,95.794,5,1. Loyal
Cust-00066,78.6913,96.329,96.982,5,1. Loyal
Cust-00067,92.89009,99.681,99.576,5,1. Loyal
Cust-00068,64.11224,88.323,83.322,2,3. Need Attention
Cust-00069,87.27922,91.877,94.97,5,1. Loyal
Cust-00070,35.06419,68.422,73.163,3,4. At Risk
Cust-00071,55.09502,91.386,92.422,2,3. Need Attention
Cust-00072,89.7049,90.146,94.179,5,1. Loyal
Cust-00073,64.91379,96.081,97.366,5,1. Loyal
Cust-00074,10.80345,79.162,58.31,3,4. At Risk
Cust-00075,13.22513,30.522,23.385,0,7. Lost
Cust-00076,96.74475,99.758,99.79,5,1. Loyal
Cust-00077,99.21046,99.98,99.984,5,1. Loyal
Cust-00078,10.82847,16.241,56.822,6,5. One-Time Buy
Cust-00079,18.18355,41.855,21.469,0,7. Lost
Cust-00080,98.05966,99.72,99.764,5,1. Loyal
Cust-00081,10.2941,16.241,52.074,6,5. One-Time Buy
Cust-00082,98.05966,99.954,99.928,5,1. Loyal
Cust-00083,41.78783,30.522,28.197,1,6. Dormant
Cust-00084,98.93226,98.796,98.93,5,1. Loyal
Cust-00085,61.06714,93.467,85.881,2,3. Need Attention
Cust-00086,41.50264,74.91,61.128,3,4. At Risk
Cust-00087,41.78783,51.272,67.47,3,4. At Risk
Cust-00088,12.77381,41.855,66.892,6,5. One-Time Buy
Cust-00089,95.658,88.323,65.02,5,1. Loyal
Cust-00090,79.1346,99.645,99.904,5,1. Loyal
Cust-00091,30.99939,72.023,73.102,3,4. At Risk
Cust-00092,88.90935,96.552,94.9,5,1. Loyal
Cust-00093,93.74268,98.467,98.38,5,1. Loyal
Cust-00094,42.93763,91.877,93.816,2,3. Need Attention
Cust-00095,57.55271,93.467,93.166,2,3. Need Attention
Cust-00096,62.40806,91.877,91.14,2,3. Need Attention
Cust-00097,95.658,99.603,99.69,5,1. Loyal
Cust-00098,98.05966,99.337,99.264,5,1. Loyal
Cust-00099,78.6913,96.623,97.078,5,1. Loyal
Cust-00100,44.22852,58.376,59.655,3,4. At Risk
Cust-00101,47.55681,51.272,69.442,3,4. At Risk
Cust-00102,94.66732,97.277,98.732,5,1. Loyal
Cust-00103,68.50627,89.302,87.8,2,3. Need Attention
Cust-00104,88.90935,98.866,99.15,5,1. Loyal
Cust-00105,48.57752,41.855,60.737,3,4. At Risk
Cust-00106,42.7515,30.522,69.289,3,4. At Risk
Cust-00107,41.36254,68.422,67.494,3,4. At Risk
Cust-00108,45.6565,51.272,54.282,3,4. At Risk
Cust-00109,93.74268,85.466,92.514,5,1. Loyal
Cust-00110,42.7515,51.272,32.49,1,6. Dormant
Cust-00111,78.6913,96.623,97.882,5,1. Loyal
Cust-00112,61.06714,58.376,49.012,4,2. Potential Loyal
Cust-00113,67.14133,79.162,79.614,2,3. Need Attention
Cust-00114,64.38242,82.337,87.762,2,3. Need Attention
Cust-00115,45.86365,51.272,51.584,3,4. At Risk
Cust-00116,98.05966,96.257,97.726,5,1. Loyal
Cust-00117,81.51625,99.433,99.596,5,1. Loyal
Cust-00118,99.21046,88.83,89.134,5,1. Loyal
Cust-00119,37.5389,68.422,51.046,3,4. At Risk
Cust-00120,98.05966,99.612,99.59,5,1. Loyal
Cust-00121,11.46091,41.855,21.341,0,7. Lost
Cust-00122,45.6565,83.516,85.651,2,3. Need Attention
Cust-00123,96.74475,99.824,99.924,5,1. Loyal
Cust-00124,98.05966,92.309,85.896,5,1. Loyal
Cust-00125,34.87506,41.855,53.654,3,4. At Risk
Cust-00126,100.0,99.994,99.996,5,1. Loyal
Cust-00127,88.1108,95.485,96.356,5,1. Loyal
Cust-00128,44.41665,98.334,95.806,2,3. Need Attention
Cust-00129,96.74475,99.384,98.978,5,1. Loyal
Cust-00130,39.78445,63.962,81.275,2,3. Need Attention
Cust-00131,48.57752,58.376,73.629,3,4. At Risk
Cust-00132,30.46402,93.211,93.863,2,3. Need Attention
Cust-00133,91.31201,95.485,93.228,5,1. Loyal
Cust-00134,29.45432,30.522,41.84,6,5. One-Time Buy
Cust-00135,61.06714,41.855,70.551,3,4. At Risk
Cust-00136,64.91379,94.428,91.284,2,3. Need Attention
Cust-00137,98.05966,99.211,99.462,5,1. Loyal
Cust-00138,84.97263,88.323,97.033,5,1. Loyal
Cust-00139,27.40491,58.376,83.608,3,4. At Risk
Cust-00140,91.31201,94.428,93.148,5,1. Loyal
Cust-00141,88.1108,63.962,62.209,4,2. Potential Loyal
Cust-00142,98.05966,99.637,99.554,5,1. Loyal
Cust-00143,96.74475,99.283,99.304,5,1. Loyal
Cust-00144,92.89009,96.856,97.81,5,1. Loyal
Cust-00145,91.31201,99.858,99.932,5,1. Loyal
Cust-00146,94.66732,99.593,99.374,5,1. Loyal
Cust-00147,61.55647,72.023,82.022,2,3. Need Attention
Cust-00148,98.05966,99.806,99.658,5,1. Loyal
Cust-00149,41.78783,63.962,31.0,3,4. At Risk
Cust-00150,96.74475,98.943,99.084,5,1. Loyal
Cust-00151,98.05966,99.862,99.948,5,1. Loyal
Cust-00152,65.18398,63.962,6.247,1,6. Dormant
Cust-00153,51.96886,95.904,97.924,2,3. Need Attention
Cust-00154,10.51225,16.241,5.206,0,7. Lost
Cust-00155,56.58004,86.274,74.812,2,3. Need Attention
Cust-00156,80.06625,85.466,42.336,4,2. Potential Loyal
Cust-00157,99.68478,99.324,99.578,5,1. Loyal
Cust-00158,99.21046,99.876,99.922,5,1. Loyal
Cust-00159,56.28684,74.91,83.784,2,3. Need Attention
Cust-00160,63.54985,68.422,86.314,2,3. Need Attention
Cust-00161,43.13276,51.272,40.245,3,4. At Risk
Cust-00162,39.2811,51.272,15.052,1,6. Dormant
Cust-00163,75.78429,91.386,94.508,5,1. Loyal
Cust-00164,99.86491,99.908,99.926,5,1. Loyal
Cust-00165,64.6406,72.023,72.736,2,3. Need Attention
Cust-00166,76.3707,68.422,79.394,2,3. Need Attention
Cust-00167,73.0364,96.169,96.948,5,1. Loyal
Cust-00168,55.38622,94.871,95.172,2,3. Need Attention
Cust-00169,99.21046,99.916,99.968,5,1. Loyal
Cust-00170,54.40654,68.422,56.293,3,4. At Risk
Cust-00171,98.05966,99.912,99.868,5,1. Loyal
Cust-00172,77.66159,91.877,88.928,5,1. Loyal
Cust-00173,73.54675,95.904,88.514,5,1. Loyal
Cust-00174,91.31201,98.205,98.738,5,1. Loyal
Cust-00175,69.57801,79.162,62.317,2,3. Need Attention
Cust-00176,80.06625,63.962,67.455,4,2. Potential Loyal
Cust-00177,78.6913,87.727,79.408,5,1. Loyal
Cust-00178,95.658,95.82,91.678,5,1. Loyal
Cust-00179,98.05966,58.376,72.928,4,2. Potential Loyal
Cust-00180,90.50045,94.083,95.518,5,1. Loyal
Cust-00181,48.79167,51.272,46.146,3,4. At Risk
Cust-00182,92.89009,83.516,89.45,5,1. Loyal
Cust-00183,64.6406,92.648,96.06,2,3. Need Attention
Cust-00184,77.66159,94.871,98.98,5,1. Loyal
Cust-00185,96.74475,84.536,84.955,5,1. Loyal
Cust-00186,91.31201,89.302,90.14,5,1. Loyal
Cust-00187,47.29263,90.146,82.238,2,3. Need Attention
Cust-00188,88.1108,96.906,97.0,5,1. Loyal
Cust-00189,76.3707,84.536,81.624,5,1. Loyal
Cust-00190,95.658,99.444,99.65,5,1. Loyal
Cust-00191,96.74475,99.413,99.196,5,1. Loyal
Cust-00192,93.74268,94.428,92.782,5,1. Loyal
Cust-00193,92.89009,84.536,73.796,5,1. Loyal
Cust-00194,62.68325,58.376,73.619,2,3. Need Attention
Cust-00195,73.0364,72.023,67.733,2,3. Need Attention
Cust-00196,89.7049,83.516,80.336,5,1. Loyal
Cust-00197,75.78429,77.236,84.932,5,1. Loyal
Cust-00198,28.21347,58.376,82.231,3,4. At Risk
Cust-00199,38.63366,51.272,60.464,3,4. At Risk
Cust-00200,70.00731,88.83,92.642,5,1. Loyal
Cust-00201,74.04609,79.162,73.939,2,3. Need Attention
Cust-00202,60.61983,93.91,96.738,2,3. Need Attention
Cust-00203,53.9082,83.516,95.332,2,3. Need Attention
Cust-00204,59.43401,89.751,89.954,2,3. Need Attention
Cust-00205,63.83104,58.376,68.577,4,2. Potential Loyal
Cust-00206,10.84748,41.855,60.952,6,5. One-Time Buy
Cust-00207,99.21046,99.818,99.782,5,1. Loyal
Cust-00208,74.04609,79.162,48.075,4,2. Potential Loyal
Cust-00209,10.15701,41.855,64.496,6,5. One-Time Buy
Cust-00210,53.9082,91.386,92.904,2,3. Need Attention
Cust-00211,66.33477,58.376,81.844,2,3. Need Attention
Cust-00212,43.88528,51.272,44.225,3,4. At Risk
Cust-00213,10.77243,16.241,19.179,0,7. Lost
Cust-00214,96.74475,89.751,85.958,5,1. Loyal
Cust-00215,62.98346,41.855,65.722,4,2. Potential Loyal
Cust-00216,75.78429,89.302,80.224,5,1. Loyal
Cust-00217,100.0,99.779,99.704,5,1. Loyal
Cust-00218,82.14568,63.962,51.274,4,2. Potential Loyal
Cust-00219,10.70839,30.522,52.81,6,5. One-Time Buy
Cust-00220,49.281,63.962,60.244,3,4. At Risk
Cust-00221,76.3707,91.877,96.736,5,1. Loyal
Cust-00222,100.0,51.272,31.833,4,2. Potential Loyal
Cust-00223,39.51627,74.91,32.73,3,4. At Risk
Cust-00224,49.281,68.422,52.429,3,4. At Risk
Cust-00225,76.98712,90.905,98.436,5,1. Loyal
Cust-00226,43.30788,77.236,38.872,3,4. At Risk
Cust-00227,94.66732,97.486,96.911,5,1. Loyal
Cust-00228,82.82415,93.211,90.366,5,1. Loyal
Cust-00229,75.20689,87.024,90.81,5,1. Loyal
Cust-00230,92.89009,87.024,77.277,5,1. Loyal
Cust-00231,92.89009,97.277,94.606,5,1. Loyal
Cust-00232,72.08074,68.422,40.576,4,2. Potential Loyal
Cust-00233,87.27922,77.236,84.414,5,1. Loyal
Cust-00234,99.68478,92.648,76.748,5,1. Loyal
Cust-00235,98.93226,91.877,91.53,5,1. Loyal
Cust-00236,50.13559,68.422,22.383,1,6. Dormant
Cust-00237,62.98346,30.522,21.261,1,6. Dormant
Cust-00238,79.1346,97.048,95.344,5,1. Loyal
Cust-00239,75.78429,91.386,96.972,5,1. Loyal
Cust-00240,56.58004,63.962,85.464,2,3. Need Attention
Cust-00241,91.31201,98.297,98.138,5,1. Loyal
Cust-00242,40.06064,86.274,87.904,2,3. Need Attention
Cust-00243,78.6913,92.309,93.762,5,1. Loyal
Cust-00244,76.3707,96.39,97.946,5,1. Loyal
Cust-00245,100.0,99.138,99.582,5,1. Loyal
Cust-00246,86.45966,88.323,91.208,5,1. Loyal
Cust-00247,10.15701,16.241,38.446,6,5. One-Time Buy
Cust-00248,10.74241,16.241,44.219,6,5. One-Time Buy
Cust-00249,99.45562,99.034,99.262,5,1. Loyal
Cust-00250,73.54675,94.083,96.006,5,1. Loyal
Cust-00251,87.27922,84.536,91.496,5,1. Loyal
Cust-00252,99.68478,99.251,99.518,5,1. Loyal
Cust-00253,69.57801,58.376,51.434,4,2. Potential Loyal
Cust-00254,72.53905,82.337,72.196,2,3. Need Attention
Cust-00255,78.24999,91.386,95.575,5,1. Loyal
Cust-00256,80.54558,98.987,98.814,5,1. Loyal
Cust-00257,88.1108,68.422,56.456,4,2. Potential Loyal
Cust-00258,36.74035,68.422,58.925,3,4. At Risk
Cust-00259,90.50045,88.83,88.538,5,1. Loyal
Cust-00260,82.14568,72.023,64.925,4,2. Potential Loyal
Cust-00261,98.05966,74.91,35.369,4,2. Potential Loyal
Cust-00262,86.45966,41.855,20.921,1,6. Dormant
Cust-00263,32.06713,51.272,33.957,3,4. At Risk
Cust-00264,78.24999,90.905,94.816,5,1. Loyal
Cust-00265,66.33477,83.516,82.478,2,3. Need Attention
Cust-00266,84.97263,98.498,98.536,5,1. Loyal
Cust-00267,75.78429,91.386,98.52,5,1. Loyal
Cust-00268,99.21046,98.734,98.948,5,1. Loyal
Cust-00269,79.58792,68.422,56.566,4,2. Potential Loyal
Cust-00270,96.74475,99.666,99.744,5,1. Loyal
Cust-00271,74.60448,79.162,83.378,5,1. Loyal
Cust-00272,53.58497,90.146,86.99,2,3. Need Attention
Cust-00273,74.04609,58.376,48.669,4,2. Potential Loyal
Cust-00274,92.89009,74.91,83.49,5,1. Loyal
Cust-00275,81.51625,68.422,73.981,4,2. Potential Loyal
Cust-00276,33.25695,58.376,64.921,3,4. At Risk
Cust-00277,44.0594,68.422,79.274,2,3. Need Attention
Cust-00278,55.98163,89.302,88.406,2,3. Need Attention
Cust-00279,67.3925,63.962,65.176,4,2. Potential Loyal
Cust-00280,82.82415,96.169,96.836,5,1. Loyal
Cust-00281,72.53905,86.274,76.227,2,3. Need Attention
Cust-00282,56.89025,58.376,41.709,4,2. Potential Loyal
Cust-00283,94.66732,99.397,99.018,5,1. Loyal
Cust-00284,51.96886,99.337,98.778,2,3. Need Attention
Cust-00285,45.43935,41.855,75.946,3,4. At Risk
Cust-00286,88.90935,92.648,96.722,5,1. Loyal
Cust-00287,67.14133,92.648,92.382,5,1. Loyal
Cust-00288,96.74475,63.962,24.764,4,2. Potential Loyal
Cust-00289,32.81464,51.272,55.584,3,4. At Risk
Cust-00290,88.1108,86.274,65.595,5,1. Loyal
Cust-00291,36.54321,30.522,2.415,0,7. Lost
Cust-00292,98.93226,98.223,96.768,5,1. Loyal
Cust-00293,88.1108,98.316,99.144,5,1. Loyal
Cust-00294,57.21748,51.272,86.116,2,3. Need Attention
Cust-00295,22.80474,72.023,75.756,3,4. At Risk
Cust-00296,94.66732,77.236,54.312,4,2. Potential Loyal
Cust-00297,95.658,98.701,98.762,5,1. Loyal
Cust-00298,92.09054,98.205,99.054,5,1. Loyal
Cust-00299,99.68478,96.76,98.63,5,1. Loyal
Cust-00300,93.74268,98.784,99.2,5,1. Loyal
Cust-00301,85.71214,97.404,96.426,5,1. Loyal
Cust-00302,68.16704,41.855,67.289,4,2. Potential Loyal
Cust-00303,36.92648,63.962,48.801,3,4. At Risk
Cust-00304,53.75009,58.376,53.372,3,4. At Risk
Cust-00305,60.61983,72.023,53.334,4,2. Potential Loyal
Cust-00306,85.71214,91.877,93.036,5,1. Loyal
Cust-00307,65.45216,68.422,76.167,2,3. Need Attention
Cust-00308,56.28684,41.855,10.416,1,6. Dormant
Cust-00309,10.15701,16.241,6.685,0,7. Lost
Cust-00310,46.56813,58.376,28.905,1,6. Dormant
Cust-00311,42.34021,83.516,82.54,2,3. Need Attention
Cust-00312,99.21046,89.751,93.498,5,1. Loyal
Cust-00313,32.06713,30.522,46.425,6,5. One-Time Buy
Cust-00314,90.50045,87.727,55.922,4,2. Potential Loyal
Cust-00315,98.05966,98.415,99.17,5,1. Loyal
Cust-00316,39.78445,51.272,79.54,3,4. At Risk
Cust-00317,98.05966,99.894,99.958,5,1. Loyal
Cust-00318,67.64267,68.422,67.362,2,3. Need Attention
Cust-00319,98.05966,99.664,99.836,5,1. Loyal
Cust-00320,88.90935,99.216,99.18,5,1. Loyal
Cust-00321,49.58321,74.91,84.882,2,3. Need Attention
Cust-00322,39.51627,51.272,59.562,3,4. At Risk
Cust-00323,73.0364,93.467,98.442,5,1. Loyal
Cust-00324,93.74268,94.871,95.614,5,1. Loyal
Cust-00325,54.80181,63.962,82.556,2,3. Need Attention
Cust-00326,16.8086,86.274,60.126,3,4. At Risk
Cust-00327,92.89009,41.855,22.626,1,6. Dormant
Cust-00328,71.61742,92.309,86.9,5,1. Loyal
Cust-00329,46.07179,79.162,90.9,2,3. Need Attention
Cust-00330,58.62545,85.466,84.736,2,3. Need Attention
Cust-00331,95.658,98.976,99.37,5,1. Loyal
Cust-00332,82.14568,92.933,94.71,5,1. Loyal
Cust-00333,82.14568,92.648,97.988,5,1. Loyal
Cust-00334,10.8655,16.241,41.073,6,5. One-Time Buy
Cust-00335,54.40654,68.422,57.169,3,4. At Risk
Cust-00336,75.78429,93.467,81.168,5,1. Loyal
Cust-00337,79.58792,91.877,92.454,5,1. Loyal
Cust-00338,75.20689,72.023,57.108,4,2. Potential Loyal
Cust-00339,77.66159,84.536,72.545,5,1. Loyal
Cust-00340,66.59895,90.905,87.874,2,3. Need Attention
Cust-00341,60.61983,63.962,39.889,4,2. Potential Loyal
Cust-00342,38.19535,41.855,53.38,3,4. At Risk
Cust-00343,86.45966,96.552,98.6,5,1. Loyal
Cust-00344,87.27922,89.302,88.794,5,1. Loyal
Cust-00345,78.6913,91.386,60.281,5,1. Loyal
Cust-00346,82.82415,93.91,80.39,5,1. Loyal
Cust-00347,47.42272,83.516,74.98,2,3. Need Attention
Cust-00348,59.80426,86.274,61.107,2,3. Need Attention
Cust-00349,100.0,99.259,99.3,5,1. Loyal
Cust-00350,41.36254,79.162,82.65,2,3. Need Attention
Cust-00351,76.98712,99.545,99.946,5,1. Loyal
Cust-00352,75.20689,92.933,97.364,5,1. Loyal
Cust-00353,44.61378,30.522,8.392,1,6. Dormant
Cust-00354,46.56813,83.516,90.026,2,3. Need Attention
Cust-00355,80.99689,91.386,83.302,5,1. Loyal
Cust-00356,42.34021,30.522,42.987,6,5. One-Time Buy
Cust-00357,72.53905,88.323,72.764,2,3. Need Attention
Cust-00358,54.80181,74.91,71.915,2,3. Need Attention
Cust-00359,92.89009,97.123,98.328,5,1. Loyal
Cust-00360,79.1346,91.386,93.528,5,1. Loyal
Cust-00361,99.86491,99.922,99.986,5,1. Loyal
Cust-00362,89.7049,87.024,90.229,5,1. Loyal
Cust-00363,66.59895,91.386,96.466,5,1. Loyal
Cust-00364,38.63366,51.272,88.346,3,4. At Risk
Cust-00365,75.20689,41.855,45.317,4,2. Potential Loyal
Cust-00366,85.71214,94.871,92.272,5,1. Loyal
Cust-00367,87.27922,87.024,81.027,5,1. Loyal
Cust-00368,94.66732,98.134,98.504,5,1. Loyal
Cust-00369,85.71214,88.83,70.954,5,1. Loyal
Cust-00370,100.0,72.023,64.509,4,2. Potential Loyal
Cust-00371,55.67442,82.337,92.476,2,3. Need Attention
Cust-00372,80.99689,87.024,95.1,5,1. Loyal
Cust-00373,40.06064,30.522,55.375,6,5. One-Time Buy
Cust-00374,11.1637,41.855,44.677,6,5. One-Time Buy
Cust-00375,53.9082,85.466,90.448,2,3. Need Attention
Cust-00376,72.08074,72.023,82.464,2,3. Need Attention
Cust-00377,11.23575,87.727,69.204,3,4. At Risk
Cust-00378,31.49173,51.272,18.982,1,6. Dormant
Cust-00379,47.71392,51.272,83.52,3,4. At Risk
Cust-00380,45.02707,63.962,55.893,3,4. At Risk
Cust-00381,72.53905,77.236,89.272,2,3. Need Attention
Cust-00382,88.1108,97.048,93.594,5,1. Loyal
Cust-00383,61.06714,58.376,85.085,2,3. Need Attention
Cust-00384,76.3707,80.859,78.814,5,1. Loyal
Cust-00385,87.27922,90.146,95.478,5,1. Loyal
Cust-00386,96.74475,68.422,66.21,4,2. Potential Loyal
Cust-00387,37.5389,51.272,37.159,3,4. At Risk
Cust-00388,87.27922,92.933,91.69,5,1. Loyal
Cust-00389,99.45562,99.315,99.28,5,1. Loyal
Cust-00390,87.27922,85.466,64.111,5,1. Loyal
Cust-00391,77.66159,97.359,98.784,5,1. Loyal
Cust-00392,79.58792,94.428,96.904,5,1. Loyal
Cust-00393,59.80426,90.505,94.602,2,3. Need Attention
Cust-00394,80.99689,99.446,99.616,5,1. Loyal
Cust-00395,66.59895,88.83,77.565,2,3. Need Attention
Cust-00396,90.50045,97.59,96.74,5,1. Loyal
Cust-00397,62.68325,41.855,33.096,1,6. Dormant
Cust-00398,54.80181,79.162,68.537,2,3. Need Attention
Cust-00399,94.66732,97.277,98.368,5,1. Loyal
Cust-00400,68.50627,68.422,87.662,2,3. Need Attention
Cust-00401,72.08074,92.933,91.15,5,1. Loyal
Cust-00402,10.84748,58.376,71.989,3,4. At Risk
Cust-00403,62.68325,58.376,40.429,4,2. Potential Loyal
Cust-00404,32.81464,79.162,76.934,2,3. Need Attention
Cust-00405,62.68325,58.376,77.463,2,3. Need Attention
Cust-00406,98.05966,99.892,99.972,5,1. Loyal
Cust-00407,11.97626,30.522,48.93,6,5. One-Time Buy
Cust-00408,76.3707,92.309,93.254,5,1. Loyal
Cust-00409,71.1621,91.877,98.23,5,1. Loyal
Cust-00410,80.54558,88.83,90.632,5,1. Loyal
Cust-00411,98.93226,99.234,99.73,5,1. Loyal
Cust-00412,57.55271,92.648,91.291,2,3. Need Attention
Cust-00413,48.35236,41.855,86.797,3,4. At Risk
Cust-00414,10.5763,58.376,55.147,3,4. At Risk
Cust-00415,74.60448,92.309,93.252,5,1. Loyal
Cust-00416,86.45966,99.598,99.896,5,1. Loyal
Cust-00417,74.04609,86.274,53.838,4,2. Potential Loyal
Cust-00418,54.07931,74.91,56.297,2,3. Need Attention
Cust-00419,79.58792,91.877,96.578,5,1. Loyal
Cust-00420,82.14568,96.081,98.174,5,1. Loyal
Cust-00421,82.82415,68.422,43.325,4,2. Potential Loyal
Cust-00422,82.82415,94.586,94.312,5,1. Loyal
Cust-00423,78.24999,91.877,32.038,4,2. Potential Loyal
Cust-00424,50.40378,82.337,89.1,2,3. Need Attention
Cust-00425,95.658,87.024,93.568,5,1. Loyal
Cust-00426,62.40806,87.727,89.83,2,3. Need Attention
Cust-00427,63.54985,72.023,69.45,2,3. Need Attention
Cust-00428,59.43401,51.272,31.146,1,6. Dormant
Cust-00429,75.20689,95.385,98.932,5,1. Loyal
Cust-00430,79.58792,94.729,95.681,5,1. Loyal
Cust-00431,96.74475,98.575,99.088,5,1. Loyal
Cust-00432,75.20689,63.962,70.961,4,2. Potential Loyal
Cust-00433,10.2941,41.855,30.67,6,5. One-Time Buy
Cust-00434,60.19453,63.962,41.21,4,2. Potential Loyal
Cust-00435,65.74136,63.962,68.6,2,3. Need Attention
Cust-00436,62.98346,72.023,68.515,2,3. Need Attention
Cust-00437,41.20843,51.272,61.982,3,4. At Risk
Cust-00438,33.25695,30.522,19.479,0,7. Lost
Cust-00439,89.7049,93.467,96.204,5,1. Loyal
Cust-00440,83.51563,92.309,71.036,5,1. Loyal
Cust-00441,64.91379,68.422,85.71,2,3. Need Attention
Cust-00442,73.54675,82.337,88.501,5,1. Loyal
Cust-00443,79.58792,92.309,88.278,5,1. Loyal
Cust-00444,55.38622,80.859,37.182,4,2. Potential Loyal
Cust-00445,73.0364,80.859,63.081,2,3. Need Attention
Cust-00446,53.58497,82.337,48.379,2,3. Need Attention
Cust-00447,68.86051,63.962,19.255,1,6. Dormant
Cust-00448,84.97263,51.272,32.524,4,2. Potential Loyal
Cust-00449,77.66159,90.905,89.612,5,1. Loyal
Cust-00450,61.06714,82.337,88.994,2,3. Need Attention
Cust-00451,80.54558,92.648,61.016,5,1. Loyal
Cust-00452,95.658,41.855,40.706,4,2. Potential Loyal
Cust-00453,73.0364,63.962,80.531,2,3. Need Attention
Cust-00454,95.658,99.926,99.974,5,1. Loyal
Cust-00455,69.20475,72.023,32.252,4,2. Potential Loyal
Cust-00456,71.61742,74.91,84.586,2,3. Need Attention
Cust-00457,98.05966,99.516,99.348,5,1. Loyal
Cust-00458,40.06064,72.023,71.527,2,3. Need Attention
Cust-00459,59.43401,90.905,93.136,2,3. Need Attention
Cust-00460,88.1108,87.024,90.208,5,1. Loyal
Cust-00461,90.50045,97.123,95.182,5,1. Loyal
Cust-00462,82.82415,97.675,98.692,5,1. Loyal
Cust-00463,24.60998,63.962,78.393,3,4. At Risk
Cust-00464,47.88404,30.522,46.19,6,5. One-Time Buy
Cust-00465,14.84324,58.376,80.693,3,4. At Risk
Cust-00466,98.05966,99.024,98.05,5,1. Loyal
Cust-00467,36.54321,41.855,69.585,3,4. At Risk
Cust-00468,72.08074,79.162,66.905,2,3. Need Attention
Cust-00469,10.80345,77.236,54.912,3,4. At Risk
Cust-00470,15.11343,41.855,45.498,6,5. One-Time Buy
Cust-00471,40.51896,41.855,54.704,3,4. At Risk
Cust-00472,43.70015,30.522,47.442,6,5. One-Time Buy
