CustomerId,R_score,F_score,M_score,Cluster_Label,Customer_Category
Cust-04507,60.61983,77.236,77.022,2,3. Need Attention
Cust-04508,69.20475,68.422,72.194,2,3. Need Attention
Cust-04509,75.20689,86.274,55.719,4,2. Potential Loyal
Cust-04510,62.98346,68.422,38.976,4,2. Potential Loyal
Cust-04511,82.14568,94.871,95.69,5,1. Loyal
Cust-04512,15.40563,41.855,77.081,3,4. At Risk
Cust-04513,88.1108,95.904,92.728,5,1. Loyal
Cust-04514,95.658,77.236,69.272,5,1. Loyal
Cust-04515,51.96886,51.272,50.075,3,4. At Risk
Cust-04516,74.60448,74.91,71.391,2,3. Need Attention
Cust-04517,96.74475,98.263,99.31,5,1. Loyal
Cust-04518,49.281,30.522,26.02,1,6. Dormant
Cust-04519,75.20689,98.449,97.72,5,1. Loyal
Cust-04520,42.6034,63.962,50.659,3,4. At Risk
Cust-04521,96.74475,98.415,96.352,5,1. Loyal
Cust-04522,11.41688,16.241,81.378,6,5. One-Time Buy
Cust-04523,62.98346,63.962,24.521,1,6. Dormant
Cust-04524,69.20475,68.422,53.161,4,2. Potential Loyal
Cust-04525,53.75009,90.505,83.598,2,3. Need Attention
Cust-04526,86.45966,41.855,8.148,1,6. Dormant
Cust-04527,76.98712,87.024,93.99,5,1. Loyal
Cust-04528,45.23221,30.522,42.603,6,5. One-Time Buy
Cust-04529,63.54985,74.91,83.03,2,3. Need Attention
Cust-04530,86.45966,97.167,96.264,5,1. Loyal
Cust-04531,82.82415,77.236,68.237,5,1. Loyal
Cust-04532,11.46091,16.241,52.666,6,5. One-Time Buy
Cust-04533,56.28684,63.962,46.361,3,4. At Risk
Cust-04534,78.24999,77.236,34.84,4,2. Potential Loyal
Cust-04535,82.82415,91.386,98.606,5,1. Loyal
Cust-04536,67.88384,51.272,29.052,1,6. Dormant
Cust-04537,58.25219,82.337,88.884,2,3. Need Attention
Cust-04538,72.53905,63.962,62.168,4,2. Potential Loyal
Cust-04539,80.06625,96.257,98.886,5,1. Loyal
Cust-04540,65.18398,51.272,66.418,4,2. Potential Loyal
Cust-04541,87.27922,74.91,69.524,5,1. Loyal
Cust-04542,71.61742,92.309,98.5,5,1. Loyal
Cust-04543,29.89563,51.272,31.135,3,4. At Risk
Cust-04544,82.14568,96.552,94.15,5,1. Loyal
Cust-04545,70.00731,51.272,30.41,1,6. Dormant
Cust-04546,56.28684,63.962,81.812,2,3. Need Attention
Cust-04547,70.00731,51.272,44.591,4,2. Potential Loyal
Cust-04548,95.658,96.081,98.414,5,1. Loyal
Cust-04549,82.82415,91.877,95.634,5,1. Loyal
Cust-04550,11.25377,16.241,27.669,0,7. Lost
Cust-04551,85.71214,95.385,95.866,5,1. Loyal
Cust-04552,75.20689,95.726,98.034,5,1. Loyal
Cust-04553,64.91379,97.167,97.578,5,1. Loyal
Cust-04554,51.4475,88.323,91.242,2,3. Need Attention
Cust-04555,43.70015,51.272,14.486,1,6. Dormant
Cust-04556,54.57566,77.236,36.812,4,2. Potential Loyal
Cust-04557,66.87014,41.855,37.35,1,6. Dormant
Cust-04558,52.25406,63.962,83.614,2,3. Need Attention
Cust-04559,67.88384,68.422,80.342,2,3. Need Attention
Cust-04560,43.30788,74.91,72.272,2,3. Need Attention
Cust-04561,66.59895,80.859,78.094,2,3. Need Attention
Cust-04562,63.26465,77.236,54.16,4,2. Potential Loyal
Cust-04563,66.59895,77.236,84.366,2,3. Need Attention
Cust-04564,56.58004,80.859,35.436,4,2. Potential Loyal
Cust-04565,48.10319,77.236,83.48,2,3. Need Attention
Cust-04566,83.51563,87.727,94.74,5,1. Loyal
Cust-04567,77.66159,92.309,98.166,5,1. Loyal
Cust-04568,44.81192,51.272,77.984,3,4. At Risk
Cust-04569,99.21046,97.946,97.614,5,1. Loyal
Cust-04570,56.28684,41.855,81.024,3,4. At Risk
Cust-04571,52.53925,86.274,92.464,2,3. Need Attention
Cust-04572,57.55271,51.272,80.327,2,3. Need Attention
Cust-04573,62.68325,30.522,17.009,1,6. Dormant
Cust-04574,94.66732,98.558,98.89,5,1. Loyal
Cust-04575,50.91813,41.855,57.806,3,4. At Risk
Cust-04576,43.13276,51.272,57.978,3,4. At Risk
Cust-04577,75.20689,72.023,76.626,2,3. Need Attention
Cust-04578,70.39457,77.236,81.586,2,3. Need Attention
Cust-04579,40.88821,58.376,73.713,3,4. At Risk
Cust-04580,84.97263,98.165,97.638,5,1. Loyal
Cust-04581,49.58321,58.376,78.202,2,3. Need Attention
Cust-04582,72.08074,63.962,87.556,2,3. Need Attention
Cust-04583,62.04781,99.42,98.592,5,1. Loyal
Cust-04584,69.20475,74.91,51.239,4,2. Potential Loyal
Cust-04585,41.20843,88.323,91.078,2,3. Need Attention
Cust-04586,37.5389,63.962,68.738,3,4. At Risk
Cust-04587,47.71392,80.859,88.258,2,3. Need Attention
Cust-04588,41.36254,30.522,16.668,1,6. Dormant
Cust-04589,98.05966,98.966,98.468,5,1. Loyal
Cust-04590,96.74475,99.465,99.218,5,1. Loyal
Cust-04591,59.03273,30.522,43.593,1,6. Dormant
Cust-04592,98.05966,99.66,99.882,5,1. Loyal
Cust-04593,38.4125,77.236,85.371,2,3. Need Attention
Cust-04594,98.05966,97.895,99.03,5,1. Loyal
Cust-04595,78.24999,97.404,95.776,5,1. Loyal
Cust-04596,45.43935,30.522,42.978,6,5. One-Time Buy
Cust-04597,77.66159,91.877,97.392,5,1. Loyal
Cust-04598,96.74475,95.904,91.622,5,1. Loyal
Cust-04599,33.67624,84.536,87.18,2,3. Need Attention
Cust-04600,49.281,63.962,32.054,1,6. Dormant
Cust-04601,42.4683,51.272,55.527,3,4. At Risk
Cust-04602,84.97263,72.023,91.122,5,1. Loyal
Cust-04603,13.84055,30.522,27.587,0,7. Lost
Cust-04604,62.04781,83.516,89.498,2,3. Need Attention
Cust-04605,62.40806,63.962,48.056,4,2. Potential Loyal
Cust-04606,65.74136,80.859,78.554,2,3. Need Attention
Cust-04607,90.50045,92.933,82.452,5,1. Loyal
Cust-04608,82.82415,82.337,72.445,5,1. Loyal
Cust-04609,13.27816,30.522,34.154,6,5. One-Time Buy
Cust-04610,50.65795,30.522,13.112,1,6. Dormant
Cust-04611,48.35236,79.162,62.281,2,3. Need Attention
Cust-04612,14.53303,72.023,75.368,3,4. At Risk
Cust-04613,73.54675,92.309,95.532,5,1. Loyal
Cust-04614,66.33477,93.467,89.624,2,3. Need Attention
Cust-04615,13.25114,51.272,71.757,3,4. At Risk
Cust-04616,76.3707,92.309,97.764,5,1. Loyal
Cust-04617,90.50045,95.726,97.502,5,1. Loyal
Cust-04618,98.05966,97.552,98.532,5,1. Loyal
Cust-04619,75.78429,77.236,91.498,5,1. Loyal
Cust-04620,88.1108,77.236,84.458,5,1. Loyal
Cust-04621,61.06714,68.422,64.472,2,3. Need Attention
Cust-04622,93.74268,99.372,99.7,5,1. Loyal
Cust-04623,85.71214,51.272,78.283,4,2. Potential Loyal
Cust-04624,75.78429,83.516,83.549,5,1. Loyal
Cust-04625,93.74268,95.601,92.796,5,1. Loyal
Cust-04626,91.31201,86.274,72.406,5,1. Loyal
Cust-04627,76.3707,58.376,86.198,2,3. Need Attention
Cust-04628,19.92375,63.962,68.55,3,4. At Risk
Cust-04629,66.59895,58.376,34.374,4,2. Potential Loyal
Cust-04630,61.55647,63.962,47.682,4,2. Potential Loyal
Cust-04631,63.54985,74.91,72.982,2,3. Need Attention
Cust-04632,66.59895,88.323,90.574,2,3. Need Attention
Cust-04633,60.19453,30.522,34.081,1,6. Dormant
Cust-04634,42.93763,30.522,69.744,3,4. At Risk
Cust-04635,91.31201,97.209,94.824,5,1. Loyal
Cust-04636,15.55473,41.855,40.298,6,5. One-Time Buy
Cust-04637,74.60448,41.855,58.014,4,2. Potential Loyal
Cust-04638,64.6406,63.962,51.915,4,2. Potential Loyal
Cust-04639,11.72609,63.962,58.462,3,4. At Risk
Cust-04640,92.09054,93.708,93.106,5,1. Loyal
Cust-04641,94.66732,96.081,97.094,5,1. Loyal
Cust-04642,90.50045,63.962,74.126,4,2. Potential Loyal
Cust-04643,66.87014,72.023,79.43,2,3. Need Attention
Cust-04644,24.08762,68.422,80.799,3,4. At Risk
Cust-04645,74.04609,93.211,98.85,5,1. Loyal
Cust-04646,72.08074,63.962,43.588,4,2. Potential Loyal
Cust-04647,60.61983,51.272,38.484,1,6. Dormant
Cust-04648,50.91813,30.522,8.592,1,6. Dormant
Cust-04649,40.06064,30.522,29.422,1,6. Dormant
Cust-04650,63.26465,51.272,19.07,1,6. Dormant
Cust-04651,88.90935,63.962,80.381,5,1. Loyal
Cust-04652,84.23512,30.522,26.967,1,6. Dormant
Cust-04653,41.93093,30.522,17.708,1,6. Dormant
Cust-04654,85.71214,87.727,88.238,5,1. Loyal
Cust-04655,63.26465,74.91,64.632,2,3. Need Attention
Cust-04656,38.19535,68.422,77.263,2,3. Need Attention
Cust-04657,82.82415,98.467,97.692,5,1. Loyal
Cust-04658,46.78428,68.422,73.03,2,3. Need Attention
Cust-04659,96.74475,68.422,82.682,5,1. Loyal
Cust-04660,96.74475,41.855,39.008,4,2. Potential Loyal
Cust-04661,75.20689,82.337,89.658,5,1. Loyal
Cust-04662,80.06625,94.083,97.478,5,1. Loyal
Cust-04663,66.59895,68.422,88.358,2,3. Need Attention
Cust-04664,63.26465,88.323,87.66,2,3. Need Attention
Cust-04665,54.80181,30.522,22.868,1,6. Dormant
Cust-04666,80.06625,92.648,97.058,5,1. Loyal
Cust-04667,93.74268,58.376,61.809,4,2. Potential Loyal
Cust-04668,80.06625,99.067,99.268,5,1. Loyal
Cust-04669,83.51563,91.386,92.2,5,1. Loyal
Cust-04670,49.58321,51.272,53.489,3,4. At Risk
Cust-04671,47.71392,41.855,24.742,1,6. Dormant
Cust-04672,43.70015,58.376,73.579,3,4. At Risk
Cust-04673,83.51563,83.516,93.224,5,1. Loyal
Cust-04674,82.14568,84.536,81.779,5,1. Loyal
Cust-04675,32.41437,51.272,59.263,3,4. At Risk
Cust-04676,38.8468,58.376,51.73,3,4. At Risk
Cust-04677,48.79167,30.522,67.611,3,4. At Risk
Cust-04678,84.97263,82.337,56.822,4,2. Potential Loyal
Cust-04679,79.58792,41.855,71.606,4,2. Potential Loyal
Cust-04680,64.38242,51.272,82.268,2,3. Need Attention
Cust-04681,99.45562,79.162,91.376,5,1. Loyal
Cust-04682,75.78429,91.386,93.64,5,1. Loyal
Cust-04683,98.05966,99.205,99.49,5,1. Loyal
Cust-04684,52.81044,41.855,14.806,1,6. Dormant
Cust-04685,11.38085,16.241,48.537,6,5. One-Time Buy
Cust-04686,59.03273,72.023,63.376,2,3. Need Attention
Cust-04687,80.99689,90.905,77.762,5,1. Loyal
Cust-04688,79.1346,90.905,94.06,5,1. Loyal
Cust-04689,88.1108,97.924,92.28,5,1. Loyal
Cust-04690,54.57566,68.422,36.95,3,4. At Risk
Cust-04691,78.24999,92.309,97.894,5,1. Loyal
Cust-04692,47.42272,58.376,56.648,3,4. At Risk
Cust-04693,52.25406,30.522,42.264,1,6. Dormant
Cust-04694,80.06625,74.91,84.062,5,1. Loyal
Cust-04695,96.74475,95.904,97.376,5,1. Loyal
Cust-04696,59.03273,91.877,73.503,2,3. Need Attention
Cust-04697,67.14133,41.855,49.189,4,2. Potential Loyal
Cust-04698,98.05966,72.023,36.926,4,2. Potential Loyal
Cust-04699,68.16704,90.905,86.898,2,3. Need Attention
Cust-04700,88.90935,86.274,86.334,5,1. Loyal
Cust-04701,60.61983,86.274,55.021,2,3. Need Attention
Cust-04702,87.27922,63.962,93.53,5,1. Loyal
Cust-04703,83.51563,77.236,87.844,5,1. Loyal
Cust-04704,51.96886,30.522,33.193,1,6. Dormant
Cust-04705,87.27922,89.751,91.618,5,1. Loyal
Cust-04706,79.58792,90.905,94.646,5,1. Loyal
Cust-04707,83.51563,91.877,96.474,5,1. Loyal
Cust-04708,83.51563,95.01,98.84,5,1. Loyal
Cust-04709,66.87014,80.859,63.559,2,3. Need Attention
Cust-04710,30.46402,74.91,76.886,2,3. Need Attention
Cust-04711,75.20689,91.386,92.626,5,1. Loyal
Cust-04712,73.54675,91.877,98.648,5,1. Loyal
Cust-04713,96.74475,93.211,94.478,5,1. Loyal
Cust-04714,98.93226,98.047,98.934,5,1. Loyal
Cust-04715,55.67442,79.162,75.399,2,3. Need Attention
Cust-04716,69.57801,51.272,32.683,1,6. Dormant
Cust-04717,11.58499,16.241,24.496,0,7. Lost
Cust-04718,64.38242,77.236,89.358,2,3. Need Attention
Cust-04719,88.90935,98.112,97.85,5,1. Loyal
Cust-04720,62.04781,58.376,80.397,2,3. Need Attention
Cust-04721,46.07179,58.376,59.96,3,4. At Risk
Cust-04722,100.0,95.993,97.022,5,1. Loyal
Cust-04723,86.45966,72.023,67.824,4,2. Potential Loyal
Cust-04724,53.08163,58.376,65.16,3,4. At Risk
Cust-04725,11.52195,41.855,29.334,6,5. One-Time Buy
Cust-04726,78.24999,90.905,80.345,5,1. Loyal
Cust-04727,90.50045,96.469,98.022,5,1. Loyal
Cust-04728,78.24999,91.877,97.868,5,1. Loyal
Cust-04729,88.90935,68.422,86.68,5,1. Loyal
Cust-04730,62.98346,58.376,57.214,4,2. Potential Loyal
Cust-04731,11.52195,58.376,49.16,3,4. At Risk
Cust-04732,80.54558,72.023,69.193,4,2. Potential Loyal
Cust-04733,29.73452,74.91,39.95,3,4. At Risk
Cust-04734,41.50264,58.376,57.124,3,4. At Risk
Cust-04735,94.66732,51.272,37.862,4,2. Potential Loyal
Cust-04736,29.15912,41.855,49.18,6,5. One-Time Buy
Cust-04737,74.04609,90.905,89.456,5,1. Loyal
Cust-04738,74.04609,58.376,52.288,4,2. Potential Loyal
Cust-04739,51.69867,68.422,67.761,2,3. Need Attention
Cust-04740,98.05966,96.39,93.768,5,1. Loyal
Cust-04741,49.01982,58.376,63.26,3,4. At Risk
Cust-04742,46.31796,51.272,31.146,1,6. Dormant
Cust-04743,78.24999,95.13,89.668,5,1. Loyal
Cust-04744,66.59895,74.91,88.93,2,3. Need Attention
Cust-04745,98.05966,79.162,90.256,5,1. Loyal
Cust-04746,36.74035,87.727,89.446,2,3. Need Attention
Cust-04747,21.27768,58.376,27.258,3,4. At Risk
Cust-04748,43.70015,58.376,53.354,3,4. At Risk
Cust-04749,85.71214,96.257,81.445,5,1. Loyal
Cust-04750,87.27922,87.024,68.43,5,1. Loyal
Cust-04751,89.7049,63.962,50.595,4,2. Potential Loyal
Cust-04752,11.46091,16.241,32.736,0,7. Lost
Cust-04753,46.97341,74.91,77.34,2,3. Need Attention
Cust-04754,95.658,93.708,96.992,5,1. Loyal
Cust-04755,64.11224,68.422,67.62,2,3. Need Attention
Cust-04756,79.1346,92.933,98.086,5,1. Loyal
Cust-04757,70.75582,58.376,66.809,4,2. Potential Loyal
Cust-04758,62.68325,51.272,53.155,4,2. Potential Loyal
Cust-04759,55.38622,77.236,69.34,2,3. Need Attention
Cust-04760,78.6913,88.323,83.618,5,1. Loyal
Cust-04761,82.14568,93.211,96.782,5,1. Loyal
Cust-04762,54.57566,96.081,97.908,2,3. Need Attention
Cust-04763,39.51627,77.236,69.881,2,3. Need Attention
Cust-04764,66.59895,79.162,82.079,2,3. Need Attention
Cust-04765,91.31201,98.15,94.116,5,1. Loyal
Cust-04766,80.54558,41.855,36.193,4,2. Potential Loyal
Cust-04767,48.57752,41.855,14.479,1,6. Dormant
Cust-04768,46.97341,30.522,10.656,1,6. Dormant
Cust-04769,65.45216,63.962,64.759,4,2. Potential Loyal
Cust-04770,53.9082,68.422,52.587,3,4. At Risk
Cust-04771,88.1108,58.376,82.654,5,1. Loyal
Cust-04772,11.29479,16.241,18.158,0,7. Lost
Cust-04773,60.19453,72.023,79.128,2,3. Need Attention
Cust-04774,60.19453,72.023,86.134,2,3. Need Attention
Cust-04775,90.50045,80.859,87.831,5,1. Loyal
Cust-04776,47.29263,68.422,63.512,3,4. At Risk
Cust-04777,76.98712,96.329,98.042,5,1. Loyal
Cust-04778,88.90935,89.751,93.092,5,1. Loyal
Cust-04779,14.97733,41.855,64.974,6,5. One-Time Buy
Cust-04780,98.05966,86.274,83.089,5,1. Loyal
Cust-04781,80.99689,51.272,86.564,4,2. Potential Loyal
Cust-04782,82.14568,88.323,85.834,5,1. Loyal
Cust-04783,73.0364,63.962,66.796,4,2. Potential Loyal
Cust-04784,99.21046,90.905,97.172,5,1. Loyal
Cust-04785,76.3707,93.91,76.354,5,1. Loyal
Cust-04786,79.1346,74.91,74.258,5,1. Loyal
Cust-04787,82.82415,91.386,73.47,5,1. Loyal
Cust-04788,74.04609,74.91,88.304,5,1. Loyal
Cust-04789,98.05966,98.069,95.13,5,1. Loyal
Cust-04790,98.93226,99.27,99.492,5,1. Loyal
Cust-04791,64.91379,72.023,85.848,2,3. Need Attention
Cust-04792,49.87041,30.522,38.297,1,6. Dormant
Cust-04793,43.13276,30.522,45.339,6,5. One-Time Buy
Cust-04794,67.64267,58.376,77.594,2,3. Need Attention
Cust-04795,58.25219,90.505,88.271,2,3. Need Attention
Cust-04796,88.90935,96.257,97.202,5,1. Loyal
Cust-04797,100.0,97.783,97.95,5,1. Loyal
Cust-04798,54.57566,58.376,11.37,1,6. Dormant
Cust-04799,58.62545,41.855,48.104,1,6. Dormant
Cust-04800,12.79483,51.272,42.737,6,5. One-Time Buy
Cust-04801,90.50045,97.737,98.59,5,1. Loyal
Cust-04802,81.51625,68.422,87.537,5,1. Loyal
Cust-04803,81.51625,91.386,23.505,4,2. Potential Loyal
Cust-04804,76.3707,94.729,94.922,5,1. Loyal
Cust-04805,77.66159,91.877,86.682,5,1. Loyal
Cust-04806,84.23512,96.906,96.52,5,1. Loyal
Cust-04807,68.16704,74.91,74.557,2,3. Need Attention
Cust-04808,13.37223,30.522,33.881,6,5. One-Time Buy
Cust-04809,90.50045,96.39,94.008,5,1. Loyal
Cust-04810,81.51625,95.904,92.966,5,1. Loyal
Cust-04811,99.45562,99.291,99.566,5,1. Loyal
Cust-04812,78.24999,63.962,64.302,4,2. Potential Loyal
Cust-04813,70.75582,51.272,57.83,4,2. Potential Loyal
Cust-04814,80.54558,98.183,99.09,5,1. Loyal
Cust-04815,82.82415,91.386,96.118,5,1. Loyal
Cust-04816,46.78428,30.522,26.272,1,6. Dormant
Cust-04817,80.99689,58.376,46.342,4,2. Potential Loyal
Cust-04818,26.75246,87.727,84.078,2,3. Need Attention
Cust-04819,46.56813,41.855,24.648,1,6. Dormant
Cust-04820,64.91379,63.962,90.086,2,3. Need Attention
Cust-04821,80.54558,95.904,98.364,5,1. Loyal
Cust-04822,40.51896,96.257,96.384,2,3. Need Attention
Cust-04823,66.33477,96.469,97.596,5,1. Loyal
Cust-04824,76.3707,92.933,71.617,5,1. Loyal
Cust-04825,11.33782,16.241,2.737,0,7. Lost
Cust-04826,76.98712,91.386,97.428,5,1. Loyal
Cust-04827,57.90495,51.272,81.05,2,3. Need Attention
Cust-04828,20.35605,58.376,18.483,1,6. Dormant
Cust-04829,44.81192,30.522,34.106,1,6. Dormant
Cust-04830,55.09502,79.162,89.894,2,3. Need Attention
Cust-04831,75.78429,95.601,88.482,5,1. Loyal
Cust-04832,58.62545,41.855,79.848,3,4. At Risk
Cust-04833,54.24643,30.522,44.562,1,6. Dormant
Cust-04834,84.97263,41.855,31.755,4,2. Potential Loyal
Cust-04835,61.55647,41.855,67.061,4,2. Potential Loyal
Cust-04836,13.59438,30.522,44.974,6,5. One-Time Buy
Cust-04837,78.6913,92.933,81.942,5,1. Loyal
Cust-04838,75.78429,98.589,97.698,5,1. Loyal
Cust-04839,51.96886,79.162,81.506,2,3. Need Attention
Cust-04840,53.9082,68.422,67.557,2,3. Need Attention
Cust-04841,98.93226,95.726,92.26,5,1. Loyal
Cust-04842,99.21046,90.505,95.09,5,1. Loyal
Cust-04843,85.71214,91.386,90.772,5,1. Loyal
Cust-04844,48.10319,79.162,77.901,2,3. Need Attention
Cust-04845,11.66205,16.241,49.525,6,5. One-Time Buy
Cust-04846,75.78429,82.337,68.992,2,3. Need Attention
Cust-04847,11.48492,16.241,5.842,0,7. Lost
Cust-04848,53.08163,94.729,95.522,2,3. Need Attention
Cust-04849,76.3707,72.023,64.657,4,2. Potential Loyal
Cust-04850,77.66159,97.243,98.242,5,1. Loyal
Cust-04851,60.19453,72.023,86.71,2,3. Need Attention
Cust-04852,58.25219,80.859,79.728,2,3. Need Attention
Cust-04853,32.41437,63.962,71.854,3,4. At Risk
Cust-04854,17.70422,51.272,71.955,3,4. At Risk
Cust-04855,57.55271,58.376,63.903,3,4. At Risk
Cust-04856,92.89009,51.272,58.014,4,2. Potential Loyal
Cust-04857,76.3707,83.516,42.685,4,2. Potential Loyal
Cust-04858,81.51625,93.211,93.31,5,1. Loyal
Cust-04859,98.05966,94.729,94.778,5,1. Loyal
Cust-04860,59.80426,41.855,45.858,1,6. Dormant
Cust-04861,64.6406,83.516,76.448,2,3. Need Attention
Cust-04862,37.5389,77.236,45.959,3,4. At Risk
Cust-04863,62.98346,68.422,69.214,2,3. Need Attention
Cust-04864,38.63366,83.516,65.557,2,3. Need Attention
Cust-04865,48.35236,63.962,74.712,2,3. Need Attention
Cust-04866,38.4125,51.272,73.406,3,4. At Risk
Cust-04867,71.1621,91.877,83.164,5,1. Loyal
Cust-04868,61.06714,84.536,80.83,2,3. Need Attention
Cust-04869,88.90935,87.727,84.256,5,1. Loyal
Cust-04870,93.74268,99.507,99.51,5,1. Loyal
Cust-04871,84.23512,91.877,95.864,5,1. Loyal
Cust-04872,71.1621,85.466,86.666,5,1. Loyal
Cust-04873,52.81044,58.376,71.2,3,4. At Risk
Cust-04874,40.06064,88.83,81.858,2,3. Need Attention
Cust-04875,98.05966,98.589,99.226,5,1. Loyal
Cust-04876,82.14568,72.023,81.594,5,1. Loyal
Cust-04877,61.06714,63.962,73.947,2,3. Need Attention
Cust-04878,71.1621,93.708,95.39,5,1. Loyal
Cust-04879,60.61983,82.337,62.572,2,3. Need Attention
Cust-04880,63.83104,77.236,74.438,2,3. Need Attention
Cust-04881,78.6913,77.236,89.344,5,1. Loyal
Cust-04882,58.25219,79.162,55.512,2,3. Need Attention
Cust-04883,74.60448,96.906,99.068,5,1. Loyal
Cust-04884,84.97263,86.274,91.262,5,1. Loyal
Cust-04885,78.6913,51.272,63.691,4,2. Potential Loyal
Cust-04886,11.60701,30.522,29.21,0,7. Lost
Cust-04887,50.65795,72.023,77.675,2,3. Need Attention
Cust-04888,77.66159,92.309,29.875,4,2. Potential Loyal
Cust-04889,78.24999,91.877,97.206,5,1. Loyal
Cust-04890,91.31201,98.069,98.49,5,1. Loyal
Cust-04891,66.59895,58.376,40.885,4,2. Potential Loyal
Cust-04892,74.04609,63.962,59.13,4,2. Potential Loyal
Cust-04893,85.71214,90.905,96.66,5,1. Loyal
Cust-04894,58.25219,51.272,29.961,1,6. Dormant
Cust-04895,78.24999,98.826,99.066,5,1. Loyal
Cust-04896,66.59895,41.855,48.892,4,2. Potential Loyal
Cust-04897,76.98712,91.386,83.107,5,1. Loyal
Cust-04898,96.74475,84.536,94.49,5,1. Loyal
Cust-04899,85.71214,92.648,85.136,5,1. Loyal
Cust-04900,92.09054,93.708,87.43,5,1. Loyal
Cust-04901,68.16704,91.877,86.006,5,1. Loyal
Cust-04902,88.1108,82.337,69.834,5,1. Loyal
Cust-04903,86.45966,79.162,67.988,5,1. Loyal
Cust-04904,79.58792,58.376,39.946,4,2. Potential Loyal
Cust-04905,39.06395,41.855,29.749,1,6. Dormant
Cust-04906,73.54675,72.023,70.69,2,3. Need Attention
Cust-04907,12.47261,41.855,51.539,6,5. One-Time Buy
Cust-04908,67.64267,68.422,79.376,2,3. Need Attention
Cust-04909,12.73078,30.522,36.475,6,5. One-Time Buy
Cust-04910,84.23512,87.024,94.438,5,1. Loyal
Cust-04911,80.99689,91.386,96.928,5,1. Loyal
Cust-04912,62.04781,68.422,30.104,4,2. Potential Loyal
Cust-04913,64.6406,41.855,20.024,1,6. Dormant
Cust-04914,61.55647,58.376,61.304,4,2. Potential Loyal
Cust-04915,87.27922,94.083,97.066,5,1. Loyal
Cust-04916,66.87014,94.428,95.394,5,1. Loyal
Cust-04917,70.00731,63.962,73.884,2,3. Need Attention
Cust-04918,68.50627,63.962,45.038,4,2. Potential Loyal
Cust-04919,68.86051,93.211,92.628,5,1. Loyal
Cust-04920,75.20689,92.933,95.298,5,1. Loyal
Cust-04921,95.658,99.397,99.046,5,1. Loyal
Cust-04922,42.7515,41.855,52.448,3,4. At Risk
Cust-04923,11.50394,16.241,22.084,0,7. Lost
Cust-04924,40.06064,68.422,39.515,3,4. At Risk
Cust-04925,84.97263,93.467,83.918,5,1. Loyal
Cust-04926,76.98712,92.309,64.348,5,1. Loyal
Cust-04927,93.74268,97.359,96.476,5,1. Loyal
Cust-04928,59.43401,51.272,66.104,3,4. At Risk
Cust-04929,79.58792,88.323,69.684,5,1. Loyal
Cust-04930,93.74268,96.76,92.055,5,1. Loyal
Cust-04931,81.51625,58.376,33.794,4,2. Potential Loyal
Cust-04932,89.7049,92.309,95.898,5,1. Loyal
Cust-04933,68.50627,63.962,79.573,2,3. Need Attention
Cust-04934,63.54985,87.727,94.442,2,3. Need Attention
Cust-04935,99.86491,98.047,99.138,5,1. Loyal
Cust-04936,64.38242,85.466,94.858,2,3. Need Attention
Cust-04937,69.57801,51.272,56.741,4,2. Potential Loyal
Cust-04938,71.1621,51.272,15.818,1,6. Dormant
Cust-04939,53.9082,51.272,44.268,3,4. At Risk
Cust-04940,51.69867,58.376,50.194,3,4. At Risk
Cust-04941,69.57801,63.962,77.862,2,3. Need Attention
Cust-04942,78.6913,92.648,98.12,5,1. Loyal
Cust-04943,98.05966,98.602,96.39,5,1. Loyal
Cust-04944,54.80181,63.962,76.826,2,3. Need Attention
Cust-04945,100.0,96.257,97.628,5,1. Loyal
Cust-04946,73.0364,41.855,67.226,4,2. Potential Loyal
Cust-04947,63.26465,72.023,26.55,4,2. Potential Loyal
Cust-04948,55.38622,68.422,83.942,2,3. Need Attention
Cust-04949,67.64267,82.337,93.03,2,3. Need Attention
Cust-04950,98.05966,95.601,89.872,5,1. Loyal
Cust-04951,73.54675,96.906,88.356,5,1. Loyal
Cust-04952,79.58792,91.877,93.308,5,1. Loyal
Cust-04953,11.72609,30.522,25.132,0,7. Lost
Cust-04954,87.27922,79.162,78.936,5,1. Loyal
Cust-04955,42.4683,74.91,87.238,2,3. Need Attention
Cust-04956,55.67442,90.146,93.348,2,3. Need Attention
Cust-04957,35.5085,79.162,67.378,3,4. At Risk
Cust-04958,66.87014,85.466,65.383,2,3. Need Attention
Cust-04959,51.96886,58.376,29.802,1,6. Dormant
Cust-04960,91.31201,97.167,98.026,5,1. Loyal
Cust-04961,89.7049,94.259,93.138,5,1. Loyal
Cust-04962,47.42272,72.023,76.988,2,3. Need Attention
Cust-04963,77.66159,92.309,96.174,5,1. Loyal
Cust-04964,50.40378,58.376,63.255,3,4. At Risk
Cust-04965,57.90495,51.272,68.31,3,4. At Risk
Cust-04966,99.21046,63.962,77.776,5,1. Loyal
Cust-04967,96.74475,96.623,97.782,5,1. Loyal
Cust-04968,45.6565,68.422,56.255,3,4. At Risk
Cust-04969,92.09054,72.023,89.874,5,1. Loyal
Cust-04970,72.53905,88.83,84.516,5,1. Loyal
Cust-04971,54.07931,63.962,78.049,2,3. Need Attention
Cust-04972,80.99689,96.257,91.142,5,1. Loyal
Cust-04973,15.3576,30.522,37.122,6,5. One-Time Buy
Cust-04974,83.51563,79.162,51.797,4,2. Potential Loyal
Cust-04975,86.45966,94.586,96.56,5,1. Loyal
Cust-04976,45.43935,88.323,97.972,2,3. Need Attention
